iter	Logloss
0	0.09883904969
1	0.03661793631
2	0.01829525485
3	0.01113297462
4	0.007569841775
5	0.005520753425
6	0.004074185913
7	0.003131237746
8	0.002527891283
9	0.002059743013
10	0.001734785095
11	0.001496551591
12	0.00128913058
13	0.001159075896
14	0.00102413706
15	0.0009555597612
16	0.0008865901286
17	0.0008340010956
18	0.0007738013444
19	0.0007738013444
